,model_test_rmse,srnet_valid_rmse,lime_valid_rmse,maple_valid_rmse,srnet_test_rmse,lime_test_rmse,maple_test_rmse
kkk0,1.6768336296081543,0.01889963261783123,0.562943997946704,1.2295714982610557,0.019104751133549546,0.1735480923357948,0.018228613890486536
